name,online_order,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Xung Fu,Yes,,0,Bellandur,Quick Bites,"Asian, Chinese",350,Delivery,Bellandur
Dhaba Estd 1986 Delhi,Yes,4.4/5,1209,Marathahalli,"Casual Dining, Bar",North Indian,"1,100",,
 'RATED\n  I have been here for a dinner with friends.\n\nThe place has got the vibe of North India Dhabha with vintage bollywood posters and truck frame selfie corner. I love their playlist. These days we rarely found playlist Full of dhol, Punjabi and street songs.\nThe food presentation is great. I was amused by the taste of Gulabo Lassi. We ordered Dal Dhabha, Malai Kofta for main course and Veg Galouti , Murgh Seekh Tawa Masala and Masala papad for starters.\nVeg Galouti just melted in the mouth.\nAn applaud to service too.\nWould definitely visit this place again on the bollywood night.\n\nOne tip: Please serve masala on the papad not on the sides.'), 'RATED\n  Had been here with an office colleague.\nThe ambience here is amazing, with proper Punjabi songs playing in the background, ('Rated 4.0', 'RATED\n  Had been planning to go here since long and finally made it through a team outing. The place is Punjabi themed with colourful and witty captions around. You get a Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x93bante ki bottleÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x94 as welcome drink.\nStarters - Non veg starters were quite tasty but the veg ones were a little sweet for our liking.\nMain course - Tried a little bit of few items and couldnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t find a flaw. There was lesser variety though which didnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t do justice to the price.\nDesserts - Jalebis were amazing and so were gulab jamuns.\nService was a little slow at start but a nice place to visit.'), with the iconic dal makhni and ever mouthwatering panner butter masala. Nans were soft and great in taste. Dal makhni is by far the best I have had ever. Panner gravy was dissapoting as it was bit sour in taste.\n\nService was lighting fast.\n\nAgain one more restaurant in town who charges service charge.\n\nThis is place is worth trying but I give one ? less because of the parking," sour gravy and service charge.\n\nI paid a recent visit to this place again to explore the non-vegetarian options. Food was good. On the second visit I tried to compare the food and price with others and found this place is a bit costly than others."""")"
Inhouse Burger,Yes,4.0/5,167,Marathahalli,Quick Bites,Fast Food,400,Delivery,Bellandur
Manchow,Yes,3.8/5,157,Bellandur,Casual Dining,"Chinese, Asian, Momos",600,Delivery,Bellandur
Andhra Vilaas,Yes,3.7/5,52,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350,Delivery,Bellandur
Bangaliana,Yes,3.7/5,309,HSR,Casual Dining,Bengali,600,Delivery,Bellandur
La Casa Brewery And Kitchen,Yes,4.4/5,1381,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood","1,500",,
" """"RATED\n  La Casa Brewery"," located off of Sarjapur Road has some delicious items.\n\nWe tried:\n\nStarters -\n\nBBQ'ed Pulled Pork Salad\n\nCoorg Pork Fry\n\nPin wheel Nachos\n\nJalapeÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ±o Cheesy Bites\n\nBelgian Style Pork Racks\n\nThe Curry Leaves Chicken\n\nThe Canadian\n\nPoutine\n\nVodka Alfredo Pasta\n\nVeg Pepperoncini pizza\n\nSalads -\n\nThe Classic Greek Salad\n\nMain Course -\n\nLa Casa special Lamb Shanks\n\nFish Steak with Caper Sauce\n\nDesserts -\n\nPeanut Pie\n\nCanadian Nanaimo\n\nMini Dessert\n\nChocolate Cheesecake\n\nThey make some of the best White Wine & Red Wine Sangrias I've had in a long time.\n\nfoodnwine.in"""")"," """"RATED\n  Honestly speaking we ( me and my office teammates) had a very bad experience at La Casa. We went for team dinner last week and to our nightmare the food turned out to be too bad. Ambiance is good but when it comes to food it's just the opposite. For the first time in my life I ate nachos which was not at all crispy. Inspite being a brewery they have very less option of beers available. Most of the foods were either loaded with sauces or salt.\n\nSorry but we were really very disappointed."""")", ('Rated 4.0', this place is like shelter for the troubled soul. One can unwind with their fabulous brewed beers and insane pork dishes, to compliment the beer.\nOne should definitely try their carb shorba, classic Ceasar salad and chocolate cheesecake'), ('Rated 2.0', 'RATED\n  Tucked away in the buzz of the noisy Sarjapur, this place is like shelter for the troubled soul. One can unwind with their fabulous brewed beers and insane pork dishes
Biriyani Zone,Yes,3.9/5,667,HSR,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800,Delivery,Bellandur
Tata Cha,Yes,3.6/5,34,Bellandur,"Beverage Shop, Cafe","Tea, Fast Food, Cafe",400,Delivery,Bellandur
Soup'ermanz Kitchen,Yes,4.1/5,433,HSR,Cafe,"Cafe, Continental, Burger",750,Delivery,Bellandur
North Indian Kitchen,No,3.2/5,13,HSR,Takeaway,North Indian,,Delivery,Bellandur
MAP- My Appetite Place,Yes,3.8/5,29,HSR,"Takeaway, Delivery","North Indian, Italian, Chinese",600,Delivery,Bellandur
Healthie,Yes,3.9/5,70,Sarjapur Road,Delivery,"Healthy Food, Beverages",600,,
 'RATED\n  I never knew there are healthy desserts also available. I ordered the chocolate & chia seeds pudding it tasted better than the normal desserts which I eat.\nAmazing work and thanks for making healthy desserts .'), ('Rated 5.0', Emerald energiser and Green glow smoothies. Loved it! Great place for healthy & delicious food! Thank you Healthie!'), ('Rated 5.0', must try for all health conscious people. The food was light and delicious. Keep it up! Looking forward to trying some sandwiches next time!'), ('Rated 5.0'," wholesome and delicious meals. My favourite part of the menu is the healthy Super Bowls. I love the Chicken super bowl with brown rice and vegetables. It's both tasty and nutritious. Other favourite of mine is the selection of yogurt Parfaits. Highly recommend it"""")", ('Rated 5.0', fresh oranges," pomegranates and a very interesting dressing to go with it. Fabulous. Beautifully packed and presented. Pricing is a tad bit on the higher side but money well spent.')]"""
Sri Dalma,Yes,3.8/5,77,HSR,Quick Bites,"Oriya, Bengali",350,Delivery,Bellandur
Artinci Artisanal Ice Cream,Yes,NEW,0,HSR,Dessert Parlor,"Ice Cream, Desserts",300,Delivery,Bellandur
Chai World,Yes,3.5/5,18,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food",300,Delivery,Bellandur
Baker's Home,Yes,4.0/5,175,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",300,Delivery,Bellandur
Paratha Treat,Yes,3.6/5,51,Bellandur,Quick Bites,North Indian,200,Delivery,Bellandur
New Cool Joint,Yes,3.5/5,23,Sarjapur Road,Quick Bites,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150,Delivery,Bellandur
Al Khansah,Yes,3.9/5,370,Bellandur,Casual Dining,"Biryani, Mughlai, Chinese, North Indian, Kebab",550,Delivery,Bellandur
Chullah Bhatti,Yes,4.0/5,557,Marathahalli,Casual Dining,"North Indian, Chinese",900,Delivery,Bellandur
Matka,Yes,3.6/5,25,HSR,Casual Dining,"North Indian, Biryani",500,Delivery,Bellandur
Feel@Home,Yes,3.6/5,42,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",300,Delivery,Bellandur
Mangala Hotel,Yes,3.8/5,27,Sarjapur Road,Quick Bites,"Kerala, Chinese, North Indian",300,Delivery,Bellandur
Kabab Magic,Yes,3.1/5,281,HSR,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",400,Delivery,Bellandur
Keventers,Yes,3.6/5,18,Bellandur,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Bellandur
The Kebab House,Yes,4.3/5,49,Bellandur,Quick Bites,"Kebab, Biryani",250,Delivery,Bellandur
Daniyal's,Yes,3.6/5,6,Sarjapur Road,"Takeaway, Delivery","North Indian, Biryani, Mughlai, Kebab",800,Delivery,Bellandur
Poha On Wheels,Yes,4.1/5,65,Bellandur,"Takeaway, Delivery",Street Food,100,Delivery,Bellandur
Float,Yes,4.4/5,3061,Marathahalli,"Casual Dining, Bar","North Indian, Japanese","1,500",,
 'RATED\n  Extremely slow service. We ordered Spaghetti Mutton rara and they made us wait for 25 mins. The staff wasnt so cordial and friendly. Didnt serve properly. Ambience is so so. Music tooo loud. Prawn Starter was good .Thats it'), ('Rated 4.0', ('Rated 4.0', 'RATED\n  Great place to hangout with friends, will drink over vast options of starter , then this is the place to go in Marathahalli\n\nThe food is delicious and service is good')," """"RATED\n  ? Value for money 3/5\n? Service 3/5\n? Food taste 3/5\n? Food quantity 3/5\n? Parking is troublesome !!!!\n\nThe ambience and seating space of the place is good", service is laggard, ('Rated 3.0', 'RATED\n  Been to this place for lunch on a sunny day . The part where the setup is nice with sofas was occupied which made us adjust onto the wooden tables. Place is little open which made it hot during afternoon.\nComing to the food we ordered mushroom and paneer which were tasty and few mocktails which were not that great. Should visit this place for dinner for the great ambience i feel. Overall a good place for some quality tym')
Domino's Pizza,Yes,3.6/5,260,Bellandur,Quick Bites,"Pizza, Fast Food",800,Delivery,Bellandur
Makers of Milkshakes,Yes,3.9/5,39,HSR,Beverage Shop,Beverages,300,Delivery,Bellandur
Shake It Off,Yes,4.0/5,60,Bellandur,Beverage Shop,"Beverages, Fast Food",600,Delivery,Bellandur
Udupi Savi Thindi,Yes,3.6/5,14,Sarjapur Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,Bellandur
Karavali Kitchen,Yes,3.1/5,85,Sarjapur Road,Casual Dining,Mangalorean,400,Delivery,Bellandur
InnerChef,Yes,3.9/5,231,Sarjapur Road,Delivery,"North Indian, Continental",500,Delivery,Bellandur
RP Sweets,Yes,3.4/5,7,Bellandur,Quick Bites,"Mithai, Fast Food",300,Delivery,Bellandur
Broadway - The Gourmet Theatre,Yes,4.2/5,1142,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai","1,800",,
 however, I am not much of a Sushi lover, but the waiters are really cool clearing all your doubts on menu. Overall rating :\nFood : 4.5/5\nAmbience: 5/5\nService: 4/5\nPrice: A bit costly," but worth it\n\nFollow our instagram page and Facebook.\n\nhttps://www.instagram.com/hunger_daddy/\n\nGo Places.. Explore food.."""")"," """"RATED\n  We went there one night for a great dinner.\nFirstly the place is on terrace where you can have your food with the city view. The food was really mouthwatering", try the bamboo biryani," it just melts inside your mouth.\nLoved the place."""")", ('Rated 4.0', Chef Special Tiramisu and Berry Baked Cheese Cake. If you want to indulge yourself then go for the Melting Globe. It was surely the showstopper. It is a hollow ball of chocolate with a hidden dessert inside. As soon as you pour some warm sauce on top, the ball melts away to reveal all its delicious secrets! Not to mention
Appetite Workstation,Yes,3.6/5,16,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500,Delivery,Bellandur
Mango Tree Grand,Yes,3.8/5,112,Bellandur,Quick Bites,"Andhra, North Indian",700,Delivery,Bellandur
Grigliato,Yes,3.9/5,715,HSR,Casual Dining,"Italian, Chinese, Continental, Steak","1,000",Delivery,Bellandur
Crunch Pizzas - Express Delivery,Yes,3.0/5,237,Indiranagar,Delivery,Pizza,500,Delivery,Bellandur
Parrattha Ssinghh,Yes,4.2/5,45,Marathahalli,Quick Bites,North Indian,250,Delivery,Bellandur
Atithi Aramane Veg,Yes,3.9/5,48,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bellandur
Yummy Tummy,Yes,3.0/5,111,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,Delivery,Bellandur
Beijing Bites,Yes,3.9/5,396,HSR,Casual Dining,"Chinese, Thai",850,Delivery,Bellandur
AKSHAYA BIRYANI,Yes,3.6/5,20,Sarjapur Road,Quick Bites,"Biryani, North Indian",300,Delivery,Bellandur
Lungees Foods,Yes,3.7/5,160,Sarjapur Road,Casual Dining,Kerala,500,Delivery,Bellandur
Reddy's Paradise,Yes,3.4/5,9,Sarjapur Road,Quick Bites,"Fast Food, Chinese, North Indian, Biryani",400,Delivery,Bellandur
Tarbouche,Yes,3.5/5,18,Sarjapur Road,Kiosk,Turkish,300,Delivery,Bellandur
Bombay Brasserie,Yes,4.3/5,555,Bellandur,Casual Dining,Modern Indian,"1,800",,
 'RATED\n  Bombay Brasserie a North Indians delight in South India. Thats how I would define it...from their adaptation of famous Chur Chur paratha of North India to Punjabi style butter chicken tikka masala....! Everything was just perfectly balanced!To top it all was the beautiful ambience of the place!Would definitely recommend it to my friends in Bangalore!'), ('Rated 4.0', starters were excellent, main course I would say was average+, a rating of 4-4.5. The menu is different with exotic names, presentation of food is very unique and service is good (always room for improvement).  Definitely a must visit place and will visit again very soon.'), 'RATED\n  My first time here was a great experience. Service is great, food is amazing and the ambience is very relaxing. Looking forward to visiting again'), the service was lethargic, the food unappetising and the entire experience was below average. For such a lovely setup
Biriyani Adda,Yes,NEW,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, Kebab",350,Delivery,Bellandur
Ajwa Thalassery Biryani,Yes,3.9/5,42,Sarjapur Road,Quick Bites,"Biryani, South Indian",500,Delivery,Bellandur
YumYumDilli,Yes,3.5/5,16,Sarjapur Road,Delivery,North Indian,500,Delivery,Bellandur
Folklore Restaurant,Yes,3.4/5,262,Sarjapur Road,Casual Dining,Kerala,450,,
 'RATED\n  Kozhi roast and paratha was my first order and it went really nice. Another day I ordered Kappa meen curry and Karimeen fry. Kappa and Meen curry was nice but the karimeen was too bad to describeit felt like weeks old and really made me pissed off.\n\nGuys dont spoil your quality,if you cant serve a dish fresh dont put it in menu. Over all good experience.')," """"RATED\n  Had a bad experience", waited 45 minutes after order and they couldn't serve the food,cleanliness is a question here," finally waiter forgot my order and ask me to repeat it. I will not recommend this place"""")", 'RATED\n  Firstly, a small and nice setup, we ordered Chicken Biryani & Fish Fry. It was delicious. Only thing is, the amount of Spice is relatively less.\n\nOverall
Napoli Italian Bistro,Yes,4.1/5,1056,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza","1,200",Delivery,Bellandur
Uptown Sliders & Shakes,Yes,3.9/5,112,HSR,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery,Bellandur
The Grub Central,Yes,4.0/5,797,HSR,Cafe,"Cafe, Italian, Continental",700,Delivery,Bellandur
Cold Smith Ice Creams,Yes,3.9/5,41,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,Bellandur
Keerthi Restaurant Andhra Style,Yes,NEW,0,Marathahalli,Quick Bites,Andhra,300,Delivery,Bellandur
Thalis Of India,Yes,3.3/5,7,Sarjapur Road,Delivery,"South Indian, North Indian, Beverages",500,Delivery,Bellandur
Singh Saheb Di Rasoi,Yes,3.2/5,10,Bellandur,Quick Bites,North Indian,800,Delivery,Bellandur
Slurpy Shakes,Yes,3.3/5,6,Marathahalli,Delivery,Beverages,300,Delivery,Bellandur
The Milkshake Theory,Yes,3.7/5,29,Sarjapur Road,Beverage Shop,"Beverages, Fast Food",400,Delivery,Bellandur
Cake Box,Yes,2.9/5,24,Marathahalli,Bakery,"Bakery, Desserts",400,Delivery,Bellandur
Wangs Kitchen,Yes,2.4/5,438,HSR,Casual Dining,Chinese,"1,000",Delivery,Bellandur
Quick Bites Food Junction,Yes,3.8/5,30,Sarjapur Road,Quick Bites,"North Indian, Chinese, Bengali",300,Delivery,Bellandur
Poha On Wheels,Yes,NEW,0,Sarjapur Road,Quick Bites,Fast Food,100,Delivery,Bellandur
Kidilum,Yes,3.6/5,32,Marathahalli,Casual Dining,"North Indian, Chinese, Kerala",450,Delivery,Bellandur
Juice Junction Food Court,Yes,3.8/5,210,HSR,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Bellandur
World In A Bowl,Yes,3.5/5,17,Sarjapur Road,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery,Bellandur
Sintales,Yes,3.6/5,44,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages",600,Delivery,Bellandur
The Litti Company,Yes,3.7/5,33,HSR,"Takeaway, Delivery",Bihari,400,Delivery,Bellandur
Tanoor Tandoori,Yes,NEW,0,Bellandur,Delivery,"North Indian, Mughlai, Chinese, Kebab, Biryani",550,Delivery,Bellandur
Myrasoiya.com,Yes,3.4/5,20,Sarjapur Road,Delivery,North Indian,350,Delivery,Bellandur
Punjabi Times,Yes,4.1/5,1691,Bellandur,"Casual Dining, Bar",North Indian,"1,100",Delivery,Bellandur
Stoner,Yes,4.3/5,556,Sarjapur Road,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,Bellandur
Vandana Andhra and Multi Cuisine,Yes,4.1/5,481,Sarjapur Road,Casual Dining,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",900,Delivery,Bellandur
American Bites,Yes,3.0/5,4,Marathahalli,Quick Bites,"Pizza, American, Fast Food, Seafood",300,Delivery,Bellandur
Roti's Ghar,Yes,NEW,0,Bellandur,"Takeaway, Delivery","North Indian, Juices",200,Delivery,Bellandur
Telugu Velugu,Yes,NEW,0,HSR,Quick Bites,"South Indian, Andhra",500,Delivery,Bellandur
Aashish Foods,Yes,3.8/5,34,Marathahalli,Quick Bites,North Indian,150,Delivery,Bellandur
Laddoos,Yes,2.9/5,163,Bellandur,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai",250,Delivery,Bellandur
Omleterian,Yes,,0,Bellandur,Delivery,"American, Continental",200,Delivery,Bellandur
Little Italy,Yes,4.3/5,715,Sarjapur Road,Casual Dining,"Italian, Pizza","1,500",Delivery,Bellandur
Rusbury Fresh Sweets And Savouries,Yes,4.0/5,65,HSR,Sweet Shop,"Mithai, Street Food",200,Delivery,Bellandur
